RF,BF,VM,ST,target
0,-0.012,-0.006,-0.0645,normal
0.0007,0.021,-0.0046,-0.0405,normal
0,0.0675,-0.003,-0.054,normal
0.0015,0.099,-0.0053,-0.0578,normal
0.0015,0.0825,-0.0068,-0.0615,normal
-0.0008,0.0637,-0.0083,-0.0713,normal
0.0022,0.0345,-0.0083,-0.0691,normal
0.0015,0.0052,-0.0091,-0.0728,normal
0.0007,-0.0023,-0.0068,-0.0668,normal
0.0007,-0.0105,-0.0053,-0.0668,normal
0.0022,-0.012,-0.003,-0.0668,normal
0.0015,-0.0143,0,-0.0653,normal
0.003,-0.015,-0.0015,-0.0585,normal
0.0045,-0.0181,-0.0015,-0.0495,normal
0.0045,-0.0308,-0.003,-0.0548,normal
0.0082,-0.0405,0.0015,-0.0473,normal
0.0082,-0.0413,0.006,-0.039,normal
0.0052,-0.042,0.009,-0.0548,normal
0.0082,-0.042,0.0127,-0.0706,normal
0.0067,-0.0368,0.0135,-0.066,normal
0.0105,-0.0405,0.0142,-0.0788,normal
0.0097,-0.042,0.0135,-0.081,normal
0.0082,-0.0315,0.0187,-0.0623,normal
0.0082,0.0015,0.0232,-0.0563,normal
0.009,0.0607,0.0225,-0.0458,normal
0.0127,0.0975,0.0247,-0.0458,normal
0.0127,0.0622,0.0232,-0.0436,normal
0.0127,0.0075,0.024,-0.0436,normal
0.0157,0.009,0.024,-0.042,normal
0.015,0.006,0.024,-0.0405,normal
0.0157,-0.0053,0.027,-0.0428,normal
0.0202,0.0007,0.0277,-0.033,normal
0.0187,0.0045,0.033,-0.0075,normal
0.0165,0.021,0.0345,0.009,normal
0.0157,0.0352,0.0345,0.0112,normal
0.0157,0.0502,0.0352,0.018,normal
0.0127,0.0472,0.0345,0.0217,normal
0.012,0.027,0.0322,0.03,normal
0.0165,0.0075,0.0307,0.03,normal
0.012,-0.0128,0.0247,0.0247,normal
0.012,-0.0203,0.0225,0.0202,normal
0.012,-0.0263,0.0202,0.0202,normal
0.0045,-0.0278,0.0165,0.0435,normal
0.0052,-0.0263,0.0142,0.057,normal
0.0067,-0.0256,0.012,0.069,normal
0.0075,-0.0181,0.012,0.093,normal
0.0082,0.0007,0.0112,0.114,normal
0.0075,0.0277,0.0105,0.1305,normal
0.0067,0.0465,0.0082,0.1357,normal
0.0045,0.0255,0.003,0.1155,normal
0.006,-0.003,-0.0015,0.105,normal
0.0007,0.0045,-0.0046,0.1027,normal
0.0015,-0.0113,-0.0053,0.1012,normal
0.0015,-0.0256,-0.0075,0.1065,normal
-0.0023,-0.033,-0.0091,0.1057,normal
-0.0023,-0.0383,-0.012,0.1147,normal
-0.0008,-0.0188,-0.012,0.1102,normal
0.0015,-0.0068,-0.0128,0.1027,normal
-0.0015,0.0045,-0.012,0.0982,normal
0,0.009,-0.0113,0.0885,normal
-0.0008,0.018,-0.012,0.0855,normal
-0.003,0.0105,-0.0113,0.0825,normal
-0.003,-0.012,-0.0128,0.0855,normal
0.0007,-0.0105,-0.0128,0.0877,normal
-0.0008,-0.0091,-0.012,0.084,normal
-0.003,-0.0068,-0.0105,0.0795,normal
0.0007,-0.0015,-0.0105,0.0682,normal
-0.0008,0.003,-0.0128,0.0457,normal
-0.0015,-0.0053,-0.0128,0.0457,normal
-0.0008,-0.0203,-0.012,0.0615,normal
-0.0023,-0.0158,-0.0143,0.0562,normal
-0.003,-0.027,-0.0143,0.0405,normal
-0.0015,-0.0233,-0.012,0.0615,normal
-0.0015,-0.0083,-0.0068,0.1027,normal
-0.0015,-0.0075,-0.0053,0.0892,normal
0.003,0.0382,-0.0053,0.0607,normal
0.0015,0.0802,-0.0046,0.0607,normal
0.0007,0.0915,-0.0068,0.0607,normal
-0.0008,0.0667,-0.0091,0.0577,normal
-0.0015,0.0405,-0.0091,0.042,normal
-0.003,0.033,-0.0105,0.0315,normal
-0.0053,0.0075,-0.0135,0.0157,normal
-0.0068,0.0007,-0.015,0.0015,normal
-0.0105,-0.0091,-0.0165,-0.012,normal
-0.0091,-0.0188,-0.0158,-0.021,normal
-0.0083,-0.0128,-0.0181,-0.0165,normal
-0.0083,-0.012,-0.0181,-0.0135,normal
-0.0105,-0.0128,-0.0158,-0.0023,normal
-0.0083,-0.042,-0.015,0.009,normal
-0.0083,-0.063,-0.0105,0.0127,normal
-0.0053,-0.0555,-0.0068,-0.0023,normal
-0.003,-0.045,-0.0046,-0.0218,normal
-0.0083,-0.0323,-0.003,-0.0413,normal
-0.0068,-0.0218,-0.003,-0.039,normal
-0.0068,-0.0105,-0.0046,-0.0023,normal
-0.0083,0.012,-0.0068,0.0217,normal
-0.0075,0.0547,-0.0046,0.0165,normal
-0.0068,0.069,-0.0038,0.0007,normal
-0.0008,0.0292,-0.003,0.009,normal
0,0.012,-0.0015,0.0277,normal
0.0045,0.0232,-0.0023,0.0187,normal
0.0007,0.0172,-0.0053,-0.0038,normal
-0.006,0.0187,-0.0098,-0.0143,normal
-0.0046,0.0315,-0.0091,-0.0225,normal
-0.0038,0.0345,-0.0046,-0.033,normal
-0.0008,0.0067,-0.003,-0.0361,normal
0.0007,-0.0098,-0.0008,-0.0285,normal
0.0007,-0.0075,-0.0015,-0.0165,normal
-0.0015,-0.0113,-0.0053,-0.0181,normal
0.0007,-0.0083,-0.0038,-0.0218,normal
0.0015,-0.0143,-0.0015,-0.0315,normal
0.003,-0.0158,0.0015,-0.0353,normal
0.0015,-0.0181,0,-0.0383,normal
0.003,-0.0195,-0.0008,-0.0473,normal
0.0105,-0.0158,0.0015,-0.0473,normal
0.0097,-0.0165,0.0015,-0.0503,normal
0.0075,-0.0135,0.003,-0.0436,normal
0.0052,-0.012,0.0022,-0.0405,normal
0.0045,-0.0098,0.0007,-0.033,normal
0.0007,-0.0105,0.0052,-0.0278,normal
0.0007,-0.0105,0.0052,-0.0315,normal
0.0067,-0.0091,0.003,-0.0353,normal
0.0075,-0.0068,0.0052,-0.0368,normal
0.0082,-0.0068,0.006,-0.0346,normal
0.0067,-0.0091,0.0082,-0.0338,normal
0.0075,-0.0053,0.0082,-0.0293,normal
0.0045,-0.0053,0.0067,-0.0263,normal
0.0045,-0.0008,0.0082,-0.0256,normal
0.0052,-0.003,0.0037,-0.0225,normal
0.0075,0.0007,0.0045,-0.0203,normal
0.0067,0.009,0.0037,-0.0195,normal
0.0007,0.0067,0.0045,-0.024,normal
0.0022,0.0022,0.0052,-0.039,normal
0.0007,0.0015,0.003,-0.0443,normal
0.0007,0.0015,0.0045,-0.0218,normal
0.0015,0.0015,0.003,-0.0046,normal
0.003,0.0015,0.0052,-0.0068,normal
0.0015,-0.0015,0.003,-0.0068,normal
0,-0.0008,-0.0008,-0.0098,normal
0.003,-0.0008,-0.0038,-0.0113,normal
0.0052,-0.003,-0.003,-0.012,normal
0.0052,-0.0008,-0.003,-0.0105,normal
0.0007,-0.0008,-0.0053,-0.0083,normal
-0.0015,0,-0.0046,-0.0083,normal
0,-0.0008,-0.003,-0.003,normal
0.0007,-0.0008,-0.003,-0.0046,normal
0.0007,-0.0023,-0.0015,-0.0015,normal
0,-0.0046,-0.0015,-0.0008,normal
0.0015,-0.0015,-0.0015,-0.0015,normal
0.0015,0.0015,-0.0015,-0.0023,normal
0,0.0022,-0.0046,-0.0038,normal
0.0007,0.0007,-0.0046,-0.0008,normal
0.0015,-0.0015,-0.0015,-0.0015,normal
0.0015,0,-0.0008,-0.0046,normal
0.003,0.0015,0.0015,-0.0023,normal
0.0075,0.0015,0.0015,-0.003,normal
0.0067,0.0015,0.003,-0.0038,normal
0.0082,0.0015,0.0037,-0.0008,normal
0.0052,0,0.0007,0.0015,normal
0.0015,-0.0008,-0.0008,0.0007,normal
0.003,-0.0008,-0.0015,0.0015,normal
0,0,-0.0015,0.0082,normal
-0.0046,-0.0015,-0.003,0.0142,normal
-0.0068,-0.0046,-0.0068,0.0165,normal
-0.0068,-0.0068,-0.0105,0.0165,normal
-0.0046,-0.0098,-0.0068,0.0217,normal
-0.0008,-0.0105,-0.003,0.0157,normal
0.0007,-0.0053,-0.003,-0.0046,normal
0.003,0.0127,-0.0008,0.0105,normal
0.0015,0.021,-0.0015,0.0322,normal
0.0022,0.0022,0,0.0142,normal
0.0015,0.003,0.0015,0.0075,normal
0.0007,0.0052,0.0007,-0.0015,normal
0.0037,-0.0091,0.0022,-0.0068,normal
0.003,-0.0158,0.0007,0.0045,normal
0.0015,-0.0361,-0.0015,-0.0008,normal
0.0007,-0.075,-0.0008,-0.0015,normal
0,-0.108,0.0015,-0.0083,normal
-0.0015,-0.1043,0.0045,-0.0128,normal
-0.0015,-0.0765,0.0052,-0.0158,normal
0.003,-0.0346,0.0037,-0.0173,normal
0.003,-0.0173,0.0015,-0.0143,normal
0.0022,-0.0368,0.0007,-0.0233,normal
0.003,0.0105,0.0022,-0.0181,normal
0.003,0.1312,0.003,0.0127,normal
0.0045,0.333,0.006,0.0345,normal
0.0052,0.3997,0.0045,0.0247,normal
0.0037,0.1627,-0.0008,0.0165,normal
0.0007,0.0532,-0.0038,0.0195,normal
0,0.0532,-0.0008,0.0277,normal
-0.0023,-0.0015,0.0052,0.054,normal
-0.0015,0.0337,0.0067,0.0615,normal
0,-0.027,0.0097,0.0247,normal
-0.0008,-0.0458,0.0105,-0.0008,normal
0.0015,-0.0428,0.006,-0.0181,normal
0.0007,-0.0675,0.0045,-0.0158,normal
0.003,-0.0428,0.0045,-0.0046,normal
0.0067,-0.0706,0.0037,-0.0143,normal
0.0037,-0.057,0.003,-0.0105,normal
0.0037,-0.054,0.0037,-0.0218,normal
0.003,-0.0495,0.003,-0.0218,normal
0.0015,-0.0368,0.003,-0.021,normal
0.0015,-0.0338,0,-0.0225,normal
0.0007,-0.0278,-0.0008,-0.0173,normal
0.0022,-0.033,0.0007,-0.0181,normal
0.0007,-0.0203,-0.0008,-0.0083,normal
0.006,-0.0195,0.003,-0.0091,normal
0.0105,-0.0165,0.0052,-0.0105,normal
0.0082,-0.0195,0.0052,-0.0091,normal
0.006,-0.0143,0.0045,-0.0083,normal
0.0022,-0.0105,0.003,-0.0091,normal
0.0045,-0.0091,0.0052,-0.0105,normal
0.0075,-0.0068,0.003,-0.0083,normal
0.0045,-0.0091,0.0052,-0.0098,normal
0.0037,-0.0053,0.0067,-0.0091,normal
0.0052,-0.0068,0.0052,-0.0098,normal
0.0052,-0.0038,0.0052,-0.0091,normal
0.003,-0.0008,0.0007,-0.0068,normal
-0.0023,-0.0053,-0.003,-0.006,normal
-0.003,-0.027,-0.003,-0.0091,normal
-0.0015,-0.0495,0,-0.0143,normal
0.0045,-0.0495,0.0045,-0.0128,normal
0.0082,-0.0413,0.0067,-0.0091,normal
0.0082,-0.0338,0.006,-0.0068,normal
0.0067,-0.0315,0.0052,-0.0068,normal
0.0052,-0.0278,0,-0.0046,normal
0.0015,-0.0091,-0.0015,0.0007,normal
-0.006,0.0142,-0.0023,0.0007,normal
-0.0053,0.045,-0.0023,-0.0008,normal
-0.0023,0.045,-0.003,0.0015,normal
0,0.0225,-0.0038,0.0127,normal
0.0007,0.0637,0.0007,0.0195,normal
-0.0008,0.1102,0.0007,0.0232,normal
-0.0008,0.114,0.0007,0.024,normal
0.0007,0.096,0.0015,0.0142,normal
0.0007,0.0757,0,0.0075,normal
-0.0023,0.0315,-0.0008,0.0007,normal
0.0007,-0.0195,-0.0015,-0.0053,normal
0,-0.0195,-0.0008,-0.006,normal
0.0022,0.0007,-0.003,-0.006,normal
0.0037,0.024,-0.0023,-0.0008,normal
0.0007,-0.006,-0.0015,-0.003,normal
0.006,-0.0233,-0.0015,-0.0046,normal
0.0045,-0.0083,0.0015,-0.006,normal
0.0022,-0.024,0.0007,-0.0053,normal
0.0015,-0.0233,0.0007,-0.003,normal
0.0045,-0.0293,0.0015,-0.0068,normal
0.0075,-0.0293,0.0015,-0.0053,normal
0.006,-0.0218,0.0045,-0.0053,normal
0.0082,-0.0233,0.0037,-0.0046,normal
0.0067,-0.0128,0.0022,-0.0053,normal
0.0045,-0.012,0.003,-0.006,normal
0.0045,-0.0256,0.0015,-0.006,normal
0.0052,-0.0375,0.0045,-0.006,normal
0.0015,-0.0346,0.003,-0.0038,normal
0.0015,-0.0293,0.0022,-0.0046,normal
0.0045,-0.0203,0.006,0.0022,normal
0.0022,0.0015,0.0015,0.0075,normal
0.0007,0.0382,-0.0008,0.0112,normal
0.0015,0.0592,0,0.012,normal
0.003,0.03,0.0007,0.006,normal
0.0037,0.0067,0.0015,0.0052,normal
0.0037,0.0082,-0.0038,0.0067,normal
0.0015,-0.0008,-0.0075,0.009,normal
0.0007,0.0037,-0.0046,0.0127,normal
0.0022,-0.003,-0.0046,0.012,normal
-0.0008,-0.012,-0.0015,0.0105,normal
0.0015,-0.024,0.0022,0.0067,normal
0.0052,-0.039,0.003,0.0052,normal
0.003,-0.0428,0.0052,0.003,normal
0.0045,-0.0473,0.0052,0,normal
0.006,-0.0436,0.0045,0.0022,normal
0.0037,-0.0368,0.0015,0.0067,normal
0.0015,-0.0053,-0.0008,0.0105,normal
0.003,0.042,0,0.0142,normal
0.0015,0.0367,-0.0015,0.0157,normal
-0.0053,-0.0015,0.0015,0.0067,normal
-0.003,-0.0023,0.0015,0.0007,normal
0.0007,0.0217,0.0007,0.0045,normal
-0.0008,0.078,0.0052,0.0097,normal
0.0045,0.1027,0.0082,0.0165,normal
0.0075,0.0412,0.0067,0.0187,normal
0.006,-0.015,0.0037,0.0195,normal
0.0015,-0.0383,0,0.012,normal
0,-0.0503,-0.0023,0.0037,normal
-0.003,-0.0608,-0.0023,-0.0015,normal
-0.0015,-0.0548,-0.0053,-0.0053,normal
0.0022,-0.0428,-0.0046,-0.0083,normal
0.0015,-0.0218,-0.0015,-0.0128,normal
0.0067,0.0195,0.0045,-0.0113,normal
0.009,0.051,0.0082,-0.0143,normal
0.009,0.0607,0.0082,-0.015,normal
0.0082,0.06,0.0075,-0.0083,normal
0.0082,0.033,0.006,0.0022,normal
0.0015,-0.027,0.0045,0.0135,normal
-0.0008,0.0105,0.0075,0.021,normal
0.0045,0.0727,0.009,0.03,normal
-0.0008,0.093,0,0.0375,normal
-0.0015,0.1027,-0.0075,0.039,normal
-0.0046,0.036,-0.0135,0.0307,normal
-0.0053,-0.0465,-0.0128,0.0165,normal
-0.0046,-0.057,-0.0091,0.006,normal
-0.0038,-0.027,-0.0091,-0.0083,normal
-0.0015,-0.0495,-0.0068,-0.0165,normal
-0.0038,-0.048,-0.0098,-0.0248,normal
-0.0053,-0.012,-0.0143,-0.0346,normal
-0.0091,0.015,-0.0158,-0.0315,normal
-0.0098,0.033,-0.0173,-0.0233,normal
-0.0105,0.0007,-0.0158,-0.0128,normal
-0.0083,-0.0218,-0.0083,-0.0068,normal
-0.0023,-0.0165,-0.003,-0.0053,normal
0.0015,-0.0323,0,-0.0023,normal
0.003,-0.0278,0.0022,0.0015,normal
0.003,-0.0008,0.0052,0.0052,normal
0.0022,0.0015,0.006,0.009,normal
0.0045,-0.0015,0.006,0.0097,normal
0.003,0.0022,0.0045,0.0105,normal
-0.0008,-0.0225,0.0052,0.006,normal
0.0022,-0.078,0.0052,-0.0015,normal
0.003,-0.0856,0.0037,-0.0053,normal
0.0037,-0.0788,0.006,-0.006,normal
0.0052,-0.0691,0.0075,-0.0098,normal
0.0045,-0.0285,0.0097,-0.0091,normal
0.006,0.0202,0.0112,-0.0008,normal
0.0045,0.0787,0.0097,0.0052,normal
0.0067,0.1312,0.0082,0.012,normal
0.0052,0.174,0.0045,0.0105,normal
0.0015,0.0937,-0.0008,0.0052,normal
-0.0023,0.0112,-0.0038,0.0045,normal
0.0007,0.012,-0.003,-0.0023,normal
0.0045,-0.0233,-0.0015,-0.0046,normal
0.003,-0.0143,-0.0008,-0.0068,normal
0.0075,-0.0256,0.0022,-0.0053,normal
0.0052,-0.0188,0.0052,-0.0091,normal
0.0082,0.0022,0.0075,-0.0143,normal
0.012,0.0045,0.0067,-0.0113,normal
0.009,0.024,0.003,-0.0053,normal
0.0045,0.0007,-0.0023,0.0015,normal
0.0007,-0.006,-0.0053,0.0022,normal
-0.003,-0.0181,-0.0083,0.0045,normal
-0.006,-0.0405,-0.0105,0.0045,normal
0,-0.0488,-0.0068,0.0007,normal
0.0022,-0.0555,-0.0038,-0.0046,normal
-0.0008,-0.054,-0.0053,-0.0075,normal
0.0037,-0.054,-0.006,-0.0083,normal
0.003,-0.048,-0.0068,-0.0143,normal
0.0015,-0.0436,-0.0053,-0.0135,normal
0.0015,-0.0135,-0.0046,-0.0128,normal
0,0.0195,-0.0053,-0.0181,normal
0.0022,0.003,-0.003,-0.0203,normal
0.0022,-0.033,0.0007,-0.0218,normal
0.0007,-0.0863,0.0067,-0.0173,normal
0.0007,-0.0743,0.0082,-0.0128,normal
0.003,-0.024,0.0105,-0.012,normal
0.0045,-0.0256,0.0142,-0.003,normal
0.0045,0.0885,0.015,0.009,normal
0.0052,0.1965,0.018,0.018,normal
0.0082,0.261,0.0202,0.027,normal
0.0075,0.2572,0.0127,0.024,normal
0.0052,0.0622,0.0007,0.012,normal
0.0022,0.0307,-0.0053,0.006,normal
-0.003,0.0015,-0.0083,-0.0046,normal
-0.0038,-0.063,-0.0128,-0.012,normal
-0.0046,-0.024,-0.0181,-0.0128,normal
-0.0083,-0.0525,-0.0188,-0.0105,normal
-0.0091,-0.027,-0.0158,-0.006,normal
-0.0068,-0.0353,-0.0143,-0.0046,normal
-0.0053,-0.0413,-0.012,-0.0053,normal
-0.0008,-0.039,-0.0091,-0.0105,normal
0.0015,-0.0503,-0.0068,-0.0113,normal
0.003,-0.033,-0.0023,-0.012,normal
0.0052,-0.0413,0,-0.0158,normal
0.006,-0.0278,0,-0.0158,normal
0.0045,-0.03,0.0037,-0.015,normal
0.0052,-0.0225,0.0052,-0.0113,normal
0.0067,-0.0135,0.006,-0.0083,normal
0.0075,-0.012,0.0082,-0.0046,normal
0.0067,-0.0105,0.009,-0.0053,normal
0.0075,-0.0225,0.0105,-0.003,normal
0.0075,-0.0233,0.0082,0.0015,normal
0.003,-0.0165,0.0067,-0.0008,normal
0.0052,-0.012,0.0082,0,normal
0.0037,-0.015,0.0067,-0.0008,normal
0.0007,-0.0068,0.0045,-0.0008,normal
0.0022,0,0.006,0.0007,normal
0.0015,0.0315,0.009,0.0015,normal
0.0052,0.057,0.009,0.003,normal
0.009,0.0292,0.009,0.0015,normal
0.0082,0.009,0.0105,0.0007,normal
0.0082,0.0067,0.0097,0.0045,normal
0.0067,0.003,0.0045,0.0082,normal
-0.0008,-0.003,-0.0015,0.0157,normal
-0.0008,-0.0113,-0.0038,0.018,normal
0.003,-0.0098,-0.0023,0.0157,normal
-0.0008,-0.0135,-0.003,0.0142,normal
-0.0008,-0.0203,-0.0023,0.0097,normal
0,-0.0263,-0.0008,0.0075,normal
-0.003,-0.0293,-0.0008,0.0045,normal
-0.0015,-0.0068,0.0015,0.0015,normal
0.0007,0.0277,0.0015,-0.003,normal
0.0022,0.0187,0,-0.0105,normal
0.003,-0.0315,0.0007,-0.0165,normal
0.0045,-0.0495,0.0052,-0.0181,normal
0.003,-0.027,0.0105,-0.0053,normal
0.0067,0.0292,0.0105,0.0067,normal
0.0045,0.063,0.006,0.012,normal
0.0015,0.0615,0.0015,0.0202,normal
-0.0008,0.0592,-0.0038,0.0255,normal
-0.003,0.0495,-0.0068,0.0247,normal
-0.0015,0.0487,-0.0046,0.0195,normal
-0.0015,0.0382,-0.0008,0.0105,normal
0.0015,0.036,0.0015,0.003,normal
0.0015,0.0007,0.003,-0.003,normal
0,-0.0218,0.0037,-0.0046,normal
0.0015,-0.0083,0.0007,-0.0046,normal
0.0007,-0.0008,-0.003,-0.006,normal
0,-0.0015,-0.006,-0.0053,normal
0.0007,-0.0495,-0.0128,-0.0068,normal
-0.0046,-0.0533,-0.0128,-0.0083,normal
-0.0068,-0.0721,-0.012,-0.0083,normal
-0.0053,-0.09,-0.0113,-0.0083,normal
-0.0053,-0.0728,-0.0038,-0.0083,normal
-0.0015,-0.0593,-0.0015,-0.006,normal
-0.0008,-0.0128,0.0007,-0.0046,normal
0.0015,-0.0046,0.0015,-0.003,normal
0.0037,0.051,0.0015,0.0015,normal
0.0082,0.0952,0.003,0.0015,normal
0.0097,0.0607,0.003,0.0052,normal
0.006,0.075,0.0045,0.0052,normal
0.0082,0.0472,0.0045,0.0037,normal
0.0052,0.0202,0.0045,0.0037,normal
0.0037,0.0502,0.0067,0.0015,normal
0.0045,0.0172,0.0052,0.0007,normal
0.0022,-0.0053,0.0045,-0.0008,normal
0.0007,-0.0091,0.0052,-0.0008,normal
0.0015,-0.0165,0.003,-0.0023,normal
0.003,-0.0083,0.0045,0.0007,normal
0.0037,-0.0143,0.0052,0.0007,normal
0.0015,-0.0105,0.0037,0,normal
-0.0008,-0.0113,0.0045,-0.0008,normal
0.0007,-0.0105,0.0007,-0.0046,normal
-0.0008,-0.0128,0.0015,-0.003,normal
0.003,-0.0181,0.003,-0.0038,normal
0.0007,-0.0143,0.0015,-0.0008,normal
0.003,-0.012,0.0007,-0.0008,normal
0.0052,-0.0075,-0.0008,-0.0008,normal
0.0037,-0.0128,0,-0.0015,normal
0.003,-0.033,-0.0015,-0.003,normal
0.0037,-0.0563,0,-0.0015,normal
0.0075,-0.063,0,-0.0015,normal
0.006,-0.0638,-0.0038,-0.0046,normal
0.0052,-0.06,0.0007,-0.006,normal
-0.0008,-0.0293,0,-0.0038,normal
0,0.0367,0.0007,-0.003,normal
0.0015,0.111,0.003,-0.0015,normal
-0.0015,0.1027,-0.0008,-0.0008,normal
-0.0008,0.006,0.0007,-0.006,normal
-0.0008,-0.0465,0,-0.0105,normal
0.0015,-0.0953,-0.003,-0.015,normal
0.0007,-0.1373,-0.003,-0.0165,normal
0.0007,-0.1028,-0.0053,-0.0158,normal
0.0015,-0.0458,-0.0053,-0.0075,normal
0.003,0.045,-0.0046,-0.0008,normal
0.0052,0.1095,-0.0008,0.003,normal
0.0045,0.1897,0.0082,0.0112,normal
0.0082,0.2542,0.0112,0.0127,normal
0.0082,0.1695,0.0082,0.0067,normal
0.0067,0.0772,0.0075,0.0007,normal
0.003,0.0187,0.0015,0,normal
0.0015,-0.0158,-0.0038,0.0007,normal
0,-0.0015,-0.0053,0.003,normal
-0.0015,-0.0143,-0.0046,0,normal
0.0045,-0.0218,0,0.0007,normal
0.0015,-0.0308,0.0007,0.0007,normal
0.0007,-0.0383,-0.0015,0.0022,normal
0.0022,-0.0308,-0.0015,-0.0015,normal
-0.0008,-0.0383,0.0007,-0.003,normal
0.0015,-0.0315,0.003,-0.0023,normal
0.0007,-0.0285,0.0007,-0.0038,normal
-0.0008,-0.0248,-0.0008,-0.0046,normal
-0.0008,-0.021,-0.0008,-0.0068,normal
-0.0008,-0.0225,0.0007,-0.003,normal
-0.0015,-0.0203,0.0015,-0.0038,normal
0.0022,-0.0218,0.0015,-0.0046,normal
0.0037,-0.0248,0.0007,-0.003,normal
0.0022,-0.03,0.0007,-0.0053,normal
0.0067,-0.033,-0.0008,-0.0053,normal
0.0037,-0.0375,-0.0038,-0.0046,normal
0.003,-0.0361,-0.0015,-0.0046,normal
0.0022,-0.0308,0,-0.0046,normal
0,-0.0278,-0.0008,-0.0023,normal
0,-0.0308,-0.0015,-0.0046,normal
0.0007,-0.027,-0.0008,-0.0015,normal
0.0007,0.0195,-0.0008,0.0007,normal
-0.0008,0.0502,-0.003,0.0022,normal
0.0007,0.0232,-0.003,0.0037,normal
0.0015,0.0277,-0.003,0.0015,normal
0.0007,0.0442,0,0.0045,normal
0.0007,0.0405,-0.0015,0.0022,normal
0.0015,0.0232,-0.006,-0.0008,normal
0.0015,-0.0225,-0.006,-0.0008,normal
0.0037,-0.0256,-0.0083,-0.0023,normal
0.0067,-0.0068,-0.006,0.0015,normal
0.0067,0.0322,-0.0053,0.0022,normal
0.0052,0.0982,-0.0068,0.0015,normal
0.0052,0.069,-0.0068,0,normal
0.0052,-0.0008,-0.0083,-0.0053,normal
0.0037,-0.033,-0.0105,-0.0083,normal
0.003,-0.0645,-0.0113,-0.0091,normal
-0.0008,-0.0765,-0.0083,-0.0105,normal
-0.0008,-0.075,-0.0083,-0.0068,normal
0.0007,-0.075,-0.0091,-0.0046,normal
-0.0015,-0.0105,-0.0046,0.006,normal
0.0007,0.051,-0.003,0.0127,normal
0.0045,-0.015,-0.0046,0.0045,normal
0.0052,-0.0233,-0.0046,0.0015,normal
0.0052,0.0225,-0.003,0.0015,normal
0.0007,0.0802,-0.0046,0.0045,normal
-0.0008,0.159,-0.0046,0.0045,normal
0.0015,0.1162,-0.0015,0.0067,normal
0,0.1102,0.0015,0.006,normal
-0.003,0.0382,0.0022,-0.003,normal
-0.0046,-0.0218,0.0015,-0.0015,normal
-0.0083,-0.0068,0.0022,-0.0038,normal
-0.0046,-0.0563,-0.0023,-0.0015,normal
-0.0038,-0.0203,-0.006,-0.0023,normal
-0.0053,-0.0158,-0.0046,-0.003,normal
-0.003,-0.012,-0.003,0.0015,normal
-0.006,-0.0218,-0.0046,-0.0015,normal
-0.0053,-0.0488,-0.0053,-0.0008,normal
-0.0046,-0.0495,-0.0053,-0.0046,normal
-0.0046,-0.0856,-0.0046,-0.0046,normal
-0.0068,-0.0915,-0.0046,-0.0015,normal
-0.006,-0.0795,-0.0015,0.0022,normal
-0.003,-0.063,0.0037,0.009,normal
-0.0046,-0.0818,0.0037,0.0037,normal
-0.0015,-0.0691,0.0022,-0.0015,normal
0.0007,-0.0233,0,0.0022,normal
0.0015,0.0165,0.0007,0.0075,normal
0.0015,-0.0181,0.0007,0.0022,normal
0.0007,-0.099,-0.0023,-0.0068,normal
0.0015,-0.0765,0.003,-0.0083,normal
0.003,-0.0135,0.0067,0.0007,normal
0.0052,0.0817,0.0097,0.012,normal
0.0067,0.1537,0.0097,0.0195,normal
0.0105,0.2167,0.0105,0.03,normal
0.0097,0.234,0.009,0.0292,normal
0.0052,0.171,0.0067,0.0202,normal
0.0052,0.0877,0.0067,0.0157,normal
0.0022,-0.0353,0.003,0.0052,normal
0.0007,0,0.0015,0.009,normal
0,-0.0135,-0.0008,0.0045,normal
-0.0008,-0.1253,-0.0015,-0.0046,normal
0.0007,-0.105,0,-0.0038,normal
0.003,-0.1021,0.0015,-0.0053,normal
0.0015,-0.0803,0.0067,-0.0053,normal
0.0045,-0.006,0.0082,0.0037,normal
0.0052,0.0555,0.009,0.0067,normal
0.003,0.0157,0.0067,0.0045,normal
0.0037,0.0255,0.0067,0.012,normal
0.0052,0.0712,0.0097,0.012,normal
0.0067,0.1597,0.0082,0.0157,normal
0.0082,0.2302,0.0082,0.0105,normal
0.0052,0.0187,0.0037,0.0015,normal
0.0052,-0.0075,0.003,0.0045,normal
0.0067,-0.0091,0.0037,0.0015,normal
0.0082,-0.0585,0.0045,0.006,normal
0.0067,-0.012,0.0052,0.0037,normal
0.0067,-0.0443,0.0037,0.0022,normal
0.0045,-0.0008,0.006,-0.0008,normal
0.0015,-0.0293,0.0067,-0.0046,normal
0.0052,-0.0278,0.0052,-0.003,normal
0.0045,-0.024,0.003,-0.0038,normal
0.0052,-0.0383,0.003,-0.0046,normal
0.0067,-0.0165,0.0015,-0.0083,normal
0.0045,-0.0315,0.003,-0.0068,normal
0.0052,-0.0128,0.0045,-0.0098,normal
0.0045,-0.0256,0.0015,-0.0105,normal
-0.0008,-0.0218,-0.0008,-0.0128,normal
-0.003,-0.0315,-0.0008,-0.0165,normal
-0.0015,-0.0428,0.0015,-0.0158,normal
-0.003,-0.0308,0.0007,-0.0165,normal
-0.0015,-0.0233,-0.0008,-0.0165,normal
0.0015,-0.0105,-0.0008,-0.0195,normal
-0.0015,-0.0105,0,-0.0218,normal
0.003,-0.0248,0,-0.024,normal
